Kerncijfers wijken en buurten 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Onderwerp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wijk 02 Delfshaven;Rotterdam;Wijk;WK059903;2015;1;75060;38450;36610;13020;12795;25610;16970;6665;47140;18715;7465;1745;9785;43125;9955;2665;7965;10225;12310;1000;13;335;4;38355;19835;7205;11320;1,9;14573;35117;118;4;96;93;7;27;70;48;22;2;90;10;2230;2160;3210;2830;4550;.;2080;2500;920;910;1430;1450;.;.;930;940;6,4;56400;23,6;18,2;53,2;12,6;49,7;63,5;8,5;22,2;20,7;6920;3190;2320;6490;5875;45;635;1080;640;290;1935;1255;17755;3160;14595;14230;3525;0,5;3447;1495;855;0,3;0,4;0,3;0,3;32,7;591;515;76;.;.;1;5563
Delfshaven;Rotterdam;Buurt;BU05990320;2015;1;6745;3565;3175;910;1390;2590;1380;480;4815;1100;720;115;945;3265;530;590;645;480;1015;85;13;25;4;3890;2375;715;805;1,7;15772;3547;107;2;98;95;5;18;69;51;18;13;96;4;2100;2090;2590;1720;.;.;2040;2240;950;940;1490;1690;.;.;980;860;.;5100;22,8;18,6;55;12,2;48,3;70,7;6,3;22,5;19,9;680;250;190;450;595;0;50;85;70;25;210;150;1450;245;1205;1210;240;0,4;3387;90;110;0,5;0,5;0,6;0,4;29,4;55;43;12;3024;1;1;4903
Bospolder;Rotterdam;Buurt;BU05990321;2015;3;7155;3640;3515;1360;1225;2095;1795;675;4200;2075;715;175;725;5045;1310;210;815;1535;1170;55;8;25;3;3350;1580;575;1205;2,1;20977;3197;106;8;92;95;5;18;82;64;17;1;86;14;2230;2140;3150;2740;.;.;2120;2670;970;960;1060;1370;.;.;960;1010;.;5300;20,2;15,1;59,2;7,9;41,6;67,9;6,3;28,9;25,4;860;390;210;660;385;10;50;90;40;15;105;75;1495;235;1265;1185;315;0,4;4385;140;70;0,4;0,3;0,2;0,2;28,8;34;34;0;3025;1;1;5410
Tussendijken;Rotterdam;Buurt;BU05990322;2015;1;7060;3545;3515;1255;1120;2260;1615;810;4215;1810;785;250;885;4720;1240;220;800;1260;1200;90;13;40;6;3645;1965;605;1080;1,9;19175;3412;94;1;99;93;7;12;86;62;24;3;91;9;2050;2040;3010;.;.;.;2010;2340;960;960;1230;.;.;.;960;1000;.;5300;19,3;14,8;62,2;6,5;41,7;73,7;4,6;30,2;29,8;890;410;200;790;565;5;85;140;60;25;135;115;1360;160;1200;1060;300;0,4;3699;160;30;0,3;0,4;0,3;0,2;30,7;40;37;3;3026;1;1;6285
Spangen;Rotterdam;Buurt;BU05990323;2015;1;10375;5220;5155;2175;1855;3355;2285;705;6185;2985;1020;200;980;7595;2005;315;1275;2095;1900;155;15;30;2;4565;1915;785;1875;2,3;17299;4256;105;3;97;95;5;29;71;60;10;0;89;11;2290;2190;3350;.;.;.;2110;2490;1040;1030;1470;.;.;.;1070;980;.;7500;21,5;15,8;54,6;9,9;48,2;59;7,4;21,8;19,4;990;460;360;690;455;10;65;85;60;15;125;105;2470;425;2045;1895;575;0,5;4121;175;80;0,3;0,4;0,3;0,3;30,1;65;60;5;3027;1;1;4702
Nieuwe Westen;Rotterdam;Buurt;BU05990324;2015;1;19205;9890;9310;3480;3420;6305;4395;1605;12320;4780;1740;365;2295;11060;2935;540;1940;2635;3005;250;13;90;4;9495;4780;1785;2940;2;15514;8441;128;3;97;93;7;26;72;48;24;2;91;9;2350;2270;3240;3390;.;.;2130;2730;1080;1050;1610;1800;.;.;1030;1160;.;14300;23,3;17,9;54,9;12,8;48,6;63;9,4;23,6;21,3;1790;770;540;1580;1645;10;150;280;145;75;610;375;4430;780;3650;3510;915;0,5;3578;460;230;0,3;0,3;0,3;0,3;36,3;124;124;0;3022;5;1;6696
Middelland;Rotterdam;Buurt;BU05990325;2015;1;11810;6085;5725;1660;2300;4285;2600;970;8000;2560;1035;220;1835;5240;795;350;1115;1045;1930;130;11;45;3;6660;3870;1295;1505;1,8;17358;5623;142;6;94;92;8;34;65;34;31;1;96;4;2310;2200;3780;3700;4810;.;2120;2560;1090;1020;1960;2210;.;.;1020;1160;.;9200;27;21,8;49,6;18,1;54,7;61,3;11,6;19,6;19,8;820;400;310;940;1355;0;100;265;125;65;490;305;2775;505;2270;2250;525;0,4;4079;260;150;0,3;0,3;0,2;0,3;40,6;68;68;0;3021;1;1;6904
Oud Mathenesse;Rotterdam;Buurt;BU05990327;2015;1;7065;3730;3335;1100;940;2805;1450;770;4325;1675;825;245;1535;3080;375;210;735;560;1195;115;16;35;5;3990;2215;800;980;1,8;8445;3809;83;1;99;94;6;44;56;20;36;0;98;2;2000;1990;2580;3260;.;.;1870;2160;920;920;1100;1320;.;.;900;950;.;5500;23,2;18,5;45,7;8,7;59;64,5;4,6;14,4;14,1;410;270;320;760;335;10;90;55;30;15;70;60;2015;330;1685;1705;310;0,5;2408;120;120;0,4;0,4;0,3;0,4;29,9;84;84;0;3028;1;1;3621
Witte Dorp;Rotterdam;Buurt;BU05990328;2015;1;590;280;310;105;75;150;195;65;305;210;55;30;45;310;80;15;55;100;60;5;13;0;6;245;85;50;120;2,4;13674;236;137;96;4;99;1;30;70;70;0;0;100;0;2540;1760;2590;2540;.;.;2290;3130;1140;930;1090;1280;.;.;1130;1170;.;400;21,5;16,2;54,5;8,6;45,1;58,1;8,5;19,3;20,2;60;40;20;60;15;.;.;.;.;.;.;.;155;30;130;125;35;0,6;3626;5;5;0,9;0,9;0,4;0,5;27,4;4;4;0;3028;1;1;3674
Schiemond;Rotterdam;Buurt;BU05990329;2015;3;5040;2480;2560;970;470;1765;1255;580;2790;1525;580;155;525;2800;680;205;580;505;830;90;18;30;6;2495;1060;620;820;2;8197;2596;170;1;99;92;8;36;64;52;11;0;60;40;2610;2260;2790;.;.;.;2120;2520;160;160;.;.;.;.;250;.;81,8;3800;32,9;25,1;41,1;24,6;56,1;46,9;17,2;16,4;15,3;410;200;160;570;525;0;45;70;110;55;180;65;1600;455;1150;1290;315;0,6;2603;85;65;0,4;0,3;0,7;0,4;23,8;117;61;56;3029;5;1;3231
Wijk 03 Overschie;Rotterdam;Wijk;WK059904;2015;1;16755;8340;8410;2970;1670;4755;4450;2910;8300;6020;1500;940;1600;4450;1060;315;1085;855;1130;250;14;185;10;7925;3265;2000;2665;2,1;1107;8179;154;36;64;92;8;47;52;42;10;1;90;10;2660;2110;3140;3370;4330;4570;2060;3140;1140;890;1320;1520;2020;2520;910;1340;.;12700;29,7;23;40,9;18,8;56,9;48,9;16,6;12,5;12,1;860;700;530;2870;1280;20;230;285;140;130;320;155;7500;2600;4900;5900;1600;0,9;495;3215;560;0,9;0,8;1;0,7;8,4;1580;1514;66;.;.;2;1729
Kleinpolder;Rotterdam;Buurt;BU05990451;2015;1;7535;3680;3855;1275;815;2180;1820;1445;3770;2415;850;510;755;3220;835;190;710;695;790;120;16;75;10;3855;1905;820;1135;1,9;6056;4071;120;16;84;91;9;31;67;61;6;2;91;9;2240;2030;3050;3220;5140;5250;1970;2790;910;790;1300;1450;2800;3870;790;1160;.;5700;25,4;19,7;47,2;12,5;50,3;61;8,9;16,4;16,4;560;380;230;1430;345;5;60;100;30;30;75;45;3555;1500;2055;2490;1065;0,9;2855;2650;165;0,7;0,4;1,1;0,4;12,9;130;124;5;3042;1;2;1938
Noord Kethel;Rotterdam;Buurt;BU05990452;2015;1;65;35;30;5;5;15;30;10;25;35;5;5;0;0;0;0;0;0;0;0;15;0;15;30;10;15;10;2,2;27;25;.;84;16;96;4;76;20;0;20;4;92;8;4320;.;.;.;.;4370;.;4560;.;.;.;.;.;.;.;.;.;100;.;.;.;.;.;.;.;.;.;0;0;0;10;20;0;5;5;5;0;5;0;60;25;35;50;10;.;.;10;10;2,7;3;2,4;2,3;3,2;253;238;15;3047;3;5;95
Schieveen;Rotterdam;Buurt;BU05990454;2015;1;335;165;165;55;35;80;105;65;160;150;15;10;10;5;0;0;0;0;0;0;8;0;11;135;35;55;55;2,5;80;136;318;97;3;90;10;77;19;0;19;4;93;7;4250;.;3360;3110;4250;4790;4130;4200;1910;.;1440;1680;2190;1930;2120;1820;.;300;35,2;27,7;37,7;28,3;66;27,4;33,3;3,1;3,1;0;10;10;60;55;10;0;5;0;10;15;10;190;55;135;170;20;1,4;46;25;20;3,5;3,2;3,7;2,8;1,1;428;420;8;3046;1;5;57
Zestienhoven;Rotterdam;Buurt;BU05990455;2015;1;1755;865;890;470;100;575;360;250;890;655;100;115;155;230;25;20;75;40;65;50;29;55;33;575;105;150;325;2,8;305;569;291;93;7;95;5;77;22;15;7;0;47;53;3490;2700;3110;3610;4380;4690;2940;3750;1350;830;1130;1360;1700;2100;1190;1410;.;1100;47,1;31,7;23,9;42,9;73,8;19,8;51;5,5;5,9;30;40;40;240;275;0;30;65;45;35;80;20;670;225;445;550;120;1,2;116;165;75;1,9;1,9;0,7;.;.;591;576;15;3045;1;4;784
Overschie;Rotterdam;Buurt;BU05990456;2015;1;6690;3395;3290;1125;670;1820;2010;1065;3285;2635;500;275;660;985;200;100;295;115;270;65;10;40;6;3130;1135;915;1090;2,1;4488;3179;170;44;56;94;6;61;38;24;14;1;96;4;2830;2250;3320;3490;4000;3970;2100;3190;1310;1090;1450;1670;1980;2740;1120;1430;.;5200;30,9;24,3;37,2;20,8;60,1;39,6;19,6;9,4;8,4;250;250;230;1050;580;0;135;115;55;50;145;80;2895;780;2115;2520;375;0,9;1942;355;275;0,8;0,8;0,7;0,6;3,6;171;149;22;3043;1;2;1811
Landzicht;Rotterdam;Buurt;BU05990457;2015;1;365;190;170;45;40;85;125;75;175;135;35;25;10;5;0;0;5;0;0;0;8;0;8;195;90;55;60;1,9;4974;199;77;100;0;97;3;34;66;65;2;0;100;0;2440;.;2390;2660;.;.;2280;2760;980;.;940;1120;.;.;920;1080;.;300;22,3;18;51,3;7,4;47,5;66,5;4,6;15,6;15,1;30;40;10;80;5;.;.;.;.;.;.;.;130;20;105;120;10;0,7;1744;10;15;1,3;1,3;1,3;0,9;3;7;7;0;3043;1;4;900
Wijk 04 Noord;Rotterdam;Wijk;WK059905;2015;3;51295;25300;25995;7410;7380;20425;10725;5360;33545;11835;4470;1450;6640;19725;5010;1350;3770;4365;5230;745;14;295;5;28725;16030;6075;6625;1,8;9983;27256;131;3;97;94;6;34;65;38;27;2;98;2;2160;2120;3200;3210;2710;.;2030;2380;920;910;1320;1280;1190;.;890;980;7,4;40700;28,3;22,9;43,7;19,6;57,8;56,3;11,2;16;15,3;3570;1930;1430;5220;4825;10;440;935;475;270;1605;1090;14125;2875;11255;11970;2155;0,5;2749;985;895;0,4;0,4;0,4;0,4;36,5;535;514;21;.;.;1;6624
Agniesebuurt;Rotterdam;Buurt;BU05990515;2015;1;4055;1985;2070;575;700;1460;875;450;2650;875;445;95;480;2265;575;180;480;505;520;50;13;20;4;2340;1425;360;560;1,7;10555;2239;126;3;97;94;6;19;80;57;24;1;100;0;2160;2140;2960;.;.;.;2090;2390;870;860;1300;.;.;.;920;650;8,6;3200;23,7;19,2;54,2;12,7;47,7;68,2;6,3;22,2;21,6;410;190;120;440;445;0;40;80;45;30;180;75;1005;190;815;835;170;0,4;2611;90;50;0,3;0,4;0,7;0,5;38,2;38;38;0;3032;1;1;8242
Provenierswijk;Rotterdam;Buurt;BU05990516;2015;1;4615;2270;2345;575;810;1835;920;475;3150;1005;350;115;640;2005;355;255;345;490;560;65;14;30;6;2665;1570;565;540;1,7;15649;2626;135;2;98;90;10;27;64;42;22;9;98;2;2210;2150;3950;.;.;.;2040;2550;1070;1040;1800;.;.;.;960;1260;.;3700;27,6;23;47,1;19,1;56,1;59;12,5;16,4;15,4;320;180;120;460;440;0;25;70;60;30;165;85;1095;225;875;925;170;0,4;3717;75;65;0,4;0,5;0,4;0,4;38,6;30;30;0;3033;1;1;7218
Bergpolder;Rotterdam;Buurt;BU05990531;2015;1;7950;3920;4030;845;1250;4140;1175;540;5960;1285;570;135;1185;2200;400;190;460;340;810;105;13;20;3;5060;3175;1140;755;1,6;17973;4776;111;0;100;94;6;36;63;21;42;1;99;1;1930;1920;.;.;.;.;1840;2070;970;970;.;.;.;.;970;960;.;6700;28,6;24,6;39;19,6;65,6;57,8;8;13,1;11,8;440;240;240;520;785;0;70;105;70;25;280;235;2265;455;1815;1980;285;0,4;5125;120;160;0,4;0,4;0,2;0,4;37,3;45;44;1;3038;1;1;5896
Blijdorp;Rotterdam;Buurt;BU05990532;2015;1;10080;4870;5205;1285;1020;4445;2050;1285;6515;2395;790;385;1485;1345;105;115;300;130;690;185;18;80;8;5885;3225;1510;1155;1,7;6159;5580;154;1;99;95;5;57;42;8;34;0;100;0;2260;2250;3620;.;.;.;2140;2350;1120;1110;2010;.;.;.;1100;1130;.;8300;36,9;31;27,8;33,6;72,1;39,2;19,3;5,4;6,1;150;230;250;1260;1060;0;75;115;120;90;435;225;3450;835;2615;3020;435;0,6;2108;170;220;0,3;0,3;0,5;0,4;38,4;169;164;6;3039;1;1;5209
Liskwartier;Rotterdam;Buurt;BU05990534;2015;3;7560;3675;3880;1295;975;2695;1700;900;4730;1940;625;270;865;2695;755;140;555;615;625;100;13;60;8;3930;2005;855;1080;1,9;13660;3665;155;7;93;95;5;39;60;40;20;1;94;6;2320;2220;3410;3980;.;.;2110;2600;1000;940;1630;1960;.;.;900;1100;5,3;5800;29,8;23,4;42,9;21,8;57,9;53,6;15,4;15;14,5;470;280;170;880;660;0;70;100;75;40;210;165;2285;470;1815;1930;355;0,6;4131;160;160;0,3;0,4;0,3;0,3;34,7;57;55;2;3037;1;1;6606
Oude Noorden;Rotterdam;Buurt;BU05990535;2015;3;16910;8475;8435;2835;2620;5785;3975;1700;10460;4320;1685;455;1960;9165;2805;450;1615;2285;2005;225;13;70;4;8815;4635;1650;2540;1,9;16784;8368;117;4;96;94;6;21;78;60;18;1;97;3;2120;2060;2920;2490;.;.;2000;2400;750;750;950;420;850;.;790;630;17;12900;23,2;18;53,1;11,5;48,1;64,2;6,8;23,5;22,4;1770;800;520;1660;1395;5;150;445;110;60;335;295;3985;690;3295;3255;730;0,5;3955;355;225;0,5;0,4;0,3;0,3;34,8;106;101;6;3035;6;1;7352
Blijdorpsepolder;Rotterdam;Buurt;BU05990558;2015;1;110;90;20;5;15;60;30;5;85;20;10;5;10;40;5;10;10;0;10;0;0;0;17;15;10;10;10;2,3;139;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;0;10;0;0;35;0;10;15;0;0;0;5;35;10;25;30;5;.;.;10;10;1,1;1,2;0,8;1,3;29,7;89;82;7;3041;1;2;2161
Wijk 05 Hillegersberg-Schiebroek;Rotterdam;Wijk;WK059906;2015;3;43420;20620;22795;8615;4170;11155;11405;8075;22100;15125;3645;2560;5120;7170;1510;730;1510;860;2550;525;12;535;12;20080;8325;4805;6955;2,1;3716;20795;241;40;60;93;7;52;46;31;15;2;86;14;2820;2140;3460;3740;4340;5680;2110;3390;1320;1000;1460;1830;2120;3460;1050;1560;.;31900;39,9;30,2;35,5;30,3;59,7;40,8;27,4;9,6;9,4;1520;1330;900;7900;3910;20;400;715;310;600;1355;515;17295;5295;12000;14865;2430;0,9;1480;1000;985;0,7;0,7;0,4;0,5;16;1328;1169;159;.;.;2;2320
Schiebroek;Rotterdam;Buurt;BU05990660;2015;1;16265;7595;8670;3230;1695;4280;4080;2990;8575;5015;1620;1065;1545;4400;1145;495;795;585;1375;220;13;225;14;7770;3620;1510;2645;2;3357;8206;161;33;67;93;7;37;60;51;9;3;92;8;2400;1920;3180;3320;3710;4630;1920;3120;1160;950;1440;1730;1690;2510;1010;1410;.;11900;31,1;23,6;41,3;21,7;55,1;53;17,9;14,5;13,8;1020;660;380;2900;1000;10;140;205;90;95;295;155;5475;1560;3915;4750;725;0,7;1130;360;310;0,6;0,5;0,3;0,4;13,4;493;485;8;3053;4;1;2556
Hillegersberg Zuid;Rotterdam;Buurt;BU05990661;2015;3;7940;3925;4015;1495;795;2800;2005;850;4680;2540;555;175;1045;755;60;70;190;75;355;120;15;25;3;3830;1570;1050;1215;2,1;6651;3793;202;25;75;93;7;66;33;2;30;1;95;5;2640;2290;3500;3690;4000;4760;2160;2830;1320;1130;1720;2100;2050;2480;1150;1380;.;6000;38,3;29,5;29,7;32,8;69,6;33,6;25,6;5,6;4,9;120;170;190;840;1005;5;110;185;110;110;330;155;3135;840;2295;2695;440;0,8;2623;230;245;0,3;0,6;0,3;0,4;28,5;127;119;8;3051;1;1;3115
Hillegersberg Noord;Rotterdam;Buurt;BU05990662;2015;1;7760;3570;4190;1290;650;1670;2125;2030;3450;2890;750;675;1010;1035;205;90;260;115;360;60;7;150;19;3810;1695;1025;1100;2;4216;4050;300;30;70;91;9;47;51;36;15;2;72;28;2880;2320;3650;3820;4870;6170;2160;3540;1270;960;1460;1900;2670;3490;950;1630;.;5900;43,5;34,2;37,2;30;55;42,6;27,4;10,2;10,3;290;290;160;2000;805;5;60;195;40;160;270;80;3385;1085;2300;2920;460;0,9;1838;180;135;0,6;0,6;0,5;0,7;15,5;306;184;122;3054;1;2;2078
Terbregge;Rotterdam;Buurt;BU05990664;2015;1;3540;1735;1805;795;420;840;1150;335;1845;1395;245;60;400;525;75;30;185;65;170;30;9;10;3;1345;285;350;720;2,6;1987;1309;279;89;11;97;3;72;27;19;8;1;33;67;3730;2320;3580;3940;4760;4420;3020;3940;1000;440;690;960;1870;2400;800;990;22,8;2500;44;31,5;32;36,3;64,5;23;40,9;5,6;5,1;60;100;70;330;320;0;50;35;35;45;110;45;1550;560;990;1310;240;1,2;870;125;135;0,8;1,8;0,6;.;.;188;178;10;3056;1;4;881
