;Onderwerp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Gemeentenaam;Soort regio;Codering;Jaar;Indelingswijziging wijken en buurten;||Aantal inwoners;|||Mannen;||Vrouwen;|||0 tot 15 jaar;||15 tot 25 jaar;||25 tot 45 jaar;||45 tot 65 jaar;||65 jaar of ouder;|||Ongehuwd;||Gehuwd;||Gescheiden;||Verweduwd;|||Westers totaal;||||Niet-westers totaal;|||Marokko;|||Nederlandse Antillen en Aruba;|||Suriname;|||Turkije;|||Overig niet-westers;|||Geboorte totaal;||Geboorte relatief;||Sterfte totaal;||Sterfte relatief;|||Huishoudens totaal;||Eenpersoonshuishoudens;||Huishoudens zonder kinderen;||Huishoudens met kinderen;||Gemiddelde huishoudensgrootte;Bevolkingsdichtheid;||Woningvoorraad;Gemiddelde woningwaarde;||Percentage eengezinswoning;||Percentage meergezinswoning;|||Percentage bewoond;||Percentage onbewoond;|||Koopwoningen;||||Huurwoningen totaal;|||In bezit woningcorporatie;|||In bezit overige verhuurders;||Eigendom onbekend;|||Bouwjaar voor 2000;||Bouwjaar vanaf 2000;||||Gemiddeld elektriciteitsverbruik totaal;||||Appartement;|||Tussenwoning;|||Hoekwoning;|||Twee-onder-één-kap-woning;|||Vrijstaande woning;||||Huurwoning;|||Eigen woning;|||Gemiddeld aardgasverbruik totaal;||||Appartement;|||Tussenwoning;|||Hoekwoning;|||Twee-onder-één-kap-woning;|||Vrijstaande woning;||||Huurwoning;|||Eigen woning;||Percentage woningen met stadsverwarming;||||Aantal inkomensontvangers  ;||Gemiddeld inkomen per inkomensontvanger ;||Gemiddeld inkomen per inwoner ;||40% personen met laagste inkomen;||20% personen met hoogste inkomen;||Actieven 15-75 jaar;|||40% huishoudens met laagste inkomen;||20% huishoudens met hoogste inkomen;||Huishoudens met een laag inkomen;||Huish. onder of rond sociaal minimum;"||Personen per soort uitkering; Bijstand";"Personen per soort uitkering; AO";"Personen per soort uitkering; WW";"Personen per soort uitkering; AOW";||Totaal diefstal uit woning/schuur/e.d.;Vernieling, misdrijf tegen openbare orde;Gewelds- en seksuele misdrijven;||Bedrijfsvestigingen totaal;|||A Landbouw, bosbouw en visserij;||B-F Nijverheid en energie;||G+I Handel en horeca;||H+J Vervoer, informatie en communicatie;||K-L Financiële diensten, onroerend goed;||M-N Zakelijke dienstverlening;||R-U Cultuur, recreatie, overige diensten;||||Personenauto's totaal;"||||Personenauto's; brandstof benzine";"|||Personenauto's; overige brandstof";||Personenauto's per huishouden;||Personenauto's naar oppervlakte;Motorfietsen;||Afstand tot huisartsenpraktijk;Afstand tot grote supermarkt;Afstand tot kinderdagverblijf;||Afstand tot school;||Scholen binnen 3 km;||Oppervlakte totaal;Oppervlakte land;Oppervlakte water;||Meest voorkomende postcode;Dekkingspercentage;||Mate van stedelijkheid;Omgevingsadressendichtheid
Wijken en buurten;naam;omschrijving;code;;code;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;per 1 000 inwoners;aantal;per 1 000 inwoners;aantal;aantal;aantal;aantal;aantal;aantal inwoners per km²;aantal;x 1 000 euro;%;%;%;%;%;%;%;%;%;%;%;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;m³;m³;m³;m³;m³;m³;m³;m³;%;aantal;x 1 000 euro;x 1 000 euro;%;%;%;%;%;%;%;aantal;aantal;aantal;aantal;per 1 000 inwoners;per 1 000 inwoners;per 1 000 inwoners;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;per huishouden;per km²;aantal;km;km;km;km;aantal;ha;ha;ha;code;code;code;per km²
Bergpolder;Rotterdam;Buurt;BU05990531;2018;1;8005;3885;4115;730;1265;4215;1250;555;6170;1145;570;125;1245;2105;365;190;430;300;815;.;.;.;.;5130;3190;1230;720;1,6;18100;4826;135;0;100;94;6;33;65;21;44;1;99;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;3;6;975;0;85;140;85;30;360;280;2305;2040;265;0,4;5211;180;.;0,4;.;.;.;45;44;1;3038;1;1;5890
Blijdorp;Rotterdam;Buurt;BU05990532;2018;1;10220;4995;5225;1245;1130;4495;2110;1245;6830;2270;780;345;1570;1440;115;125;300;100;795;.;.;.;.;6005;3310;1555;1145;1,7;6240;5590;182;1;99;95;5;55;45;8;37;0;100;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;5;4;1195;0;75;135;135;90;500;260;3380;2955;425;0,6;2064;255;.;0,3;.;.;.;169;164;6;3039;1;1;5133
Liskwartier;Rotterdam;Buurt;BU05990534;2018;1;7590;3665;3925;1195;940;2775;1735;950;4835;1890;610;260;895;2590;715;145;530;565;630;.;.;.;.;4010;2070;870;1075;1,9;13797;3732;185;7;93;95;5;38;61;40;21;1;94;6;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;6;6;780;0;75;110;80;45;290;180;2240;1885;355;0,6;4072;160;.;0,3;.;.;.;57;55;2;3037;1;1;6607
Oude Noorden;Rotterdam;Buurt;BU05990535;2018;1;17115;8510;8605;2715;2500;6045;4025;1835;10830;4240;1620;430;2055;9020;2735;490;1530;2140;2125;.;.;.;.;9070;4820;1765;2495;1,9;16949;8510;140;5;95;94;6;20;79;59;20;1;96;4;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;6;7;1610;5;165;460;135;65;420;365;4345;3585;760;0,5;4301;270;.;0,3;.;.;.;106;101;5;3036;6;1;7334
Blijdorpsepolder;Rotterdam;Buurt;BU05990558;2018;1;120;100;20;5;15;50;45;5;80;20;25;5;5;55;15;20;5;5;5;.;.;.;.;15;5;10;10;2,2;150;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;100;125;35;0;5;15;0;0;5;5;40;30;5;.;.;10;.;1,2;.;.;.;89;81;7;3041;1;2;2073
Hillegersberg-Schiebroek;Rotterdam;Wijk;WK059906;2018;1;44110;20995;23115;8730;4515;10850;11845;8170;23120;14805;3810;2385;5235;7920;1650;765;1545;915;3040;.;.;.;.;20440;8610;4760;7075;2,1;3780;20703;279;41;59;95;5;51;48;31;17;1;85;15;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;3;5;4365;15;415;705;345;665;1625;590;17530;15015;2510;0,9;1502;950;.;0,6;.;.;.;1328;1167;161;.;.;2;2301
Schiebroek;Rotterdam;Buurt;BU05990660;2018;1;16660;7810;8850;3495;1725;4335;4190;2915;9140;4975;1645;905;1575;4815;1230;515;835;605;1630;.;.;.;.;7910;3635;1495;2790;2,1;3441;8011;184;34;66;95;5;38;60;51;8;2;92;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;4;7;1140;10;155;215;110;115;375;160;5565;4810;755;0,7;1149;305;.;0,5;.;.;.;493;484;8;3053;4;1;2507
Hillegersberg Zuid;Rotterdam;Buurt;BU05990661;2018;1;8020;3925;4095;1450;935;2695;2030;910;4875;2410;565;175;1080;835;80;65;175;95;415;.;.;.;.;3930;1690;1035;1215;2;6716;3813;236;26;74;93;7;64;35;2;32;1;95;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;4;5;1140;5;120;180;105;120;405;210;3150;2710;440;0,8;2635;240;.;0,4;.;.;.;127;119;8;3051;1;1;3120
Hillegersberg Noord;Rotterdam;Buurt;BU05990662;2018;1;7845;3660;4185;1175;750;1570;2190;2160;3535;2865;795;655;1005;1205;245;100;280;120;460;.;.;.;.;3955;1860;1050;1050;1,9;4276;4136;350;29;71;93;7;46;53;37;16;1;70;30;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;2;7;850;0;55;175;55;170;300;95;3515;2995;525;0,9;1916;130;.;0,7;.;.;.;306;184;123;3054;1;2;2085
Terbregge;Rotterdam;Buurt;BU05990664;2018;1;3470;1720;1750;725;425;720;1240;360;1820;1355;235;70;390;525;70;25;180;60;185;.;.;.;.;1325;280;355;700;2,6;1949;1304;287;89;11;97;3;58;42;19;23;1;33;67;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6;3;2;355;0;45;35;30;55;140;50;1550;1310;235;1,2;869;130;.;1,9;.;.;.;188;178;10;3056;1;4;877
Molenlaankwartier;Rotterdam;Buurt;BU05990665;2018;1;8105;3875;4225;1885;670;1530;2190;1825;3755;3205;575;575;1175;535;25;55;75;30;340;.;.;.;.;3310;1155;830;1330;2,4;4025;3439;454;69;31;95;5;71;29;11;18;0;98;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;3;2;880;0;40;105;50;210;405;70;3750;3190;560;1,1;1861;140;.;0,6;.;.;.;214;201;12;3055;1;2;1703
Kralingen-Crooswijk;Rotterdam;Wijk;WK059908;2018;1;53870;26125;27745;7240;10915;17065;11240;7410;34845;12395;4770;1865;8650;20165;5325;1195;3590;3130;6920;.;.;.;.;30955;18175;6330;6455;1,7;5167;27900;201;8;92;94;6;25;72;47;25;3;92;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;5;6;4740;10;400;865;445;525;1730;760;16050;13405;2650;0,5;1539;750;.;0,4;.;.;.;1277;1043;234;.;.;1;5247
Rubroek;Rotterdam;Buurt;BU05990814;2018;1;8335;3940;4390;1050;1475;2930;1670;1210;5430;1735;815;360;1195;3455;985;200;655;490;1125;.;.;.;.;4780;2760;1000;1030;1,7;15888;4585;146;0;100;96;4;19;77;48;29;4;93;7;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;4;5;555;0;50;140;55;35;170;105;2105;1830;275;0,4;4012;130;.;0,3;.;.;.;54;52;2;3031;1;1;7743
Nieuw Crooswijk;Rotterdam;Buurt;BU05990836;2018;1;3160;1645;1510;600;405;1280;600;280;2055;770;280;65;355;1315;530;65;195;185;335;.;.;.;.;1630;805;375;460;1,9;3063;1600;163;5;95;90;10;11;89;77;12;0;70;30;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;3;4;365;5;35;85;35;20;105;80;950;775;175;0,6;922;65;.;0,4;.;.;.;110;103;7;3034;1;1;4831
Oud Crooswijk;Rotterdam;Buurt;BU05990837;2018;1;8265;3970;4295;1470;1185;2435;2010;1165;4820;2125;960;365;765;4930;1730;255;760;1090;1095;.;.;.;.;4135;2125;705;1315;2;16925;4088;142;4;96;95;5;8;88;81;8;4;95;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;5;9;420;5;65;80;50;10;125;85;2010;1655;360;0,5;4120;85;.;0,4;.;.;.;53;49;4;3034;1;1;6498
Kralingen West;Rotterdam;Buurt;BU05990841;2018;1;15880;7645;8230;2235;3085;5285;3330;1940;10505;3480;1425;475;2245;6275;1660;305;1295;1020;1990;.;.;.;.;8965;5155;1830;1990;1,8;15526;8077;178;7;93;95;5;28;70;47;23;1;93;7;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;5;7;1265;0;115;250;125;110;445;220;4355;3715;640;0,5;4258;185;.;0,3;.;.;.;102;102;0;3061;1;1;5684
Kralingen Oost;Rotterdam;Buurt;BU05990842;2018;1;8075;3910;4160;1190;2085;1940;1645;1220;5170;2225;415;270;1755;1145;80;75;145;70;770;.;.;.;.;4490;2630;965;900;1,8;3998;3804;478;31;69;91;9;46;45;14;31;9;88;12;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;4;3;1215;0;70;140;85;240;565;110;2905;2360;540;0,6;1437;110;.;0,5;.;.;.;205;202;3;3062;1;1;3169
Kralingse Bos;Rotterdam;Buurt;BU05990843;2018;1;105;50;50;10;20;20;35;20;60;35;5;5;5;0;0;0;0;0;0;.;.;.;.;45;20;15;20;2,2;32;25;.;84;16;84;16;52;48;0;48;0;100;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;48;86;143;85;0;5;30;0;10;5;35;65;45;20;.;.;15;.;1,6;.;.;.;447;326;121;3062;1;2;1601
De Esch;Rotterdam;Buurt;BU05990845;2018;1;4490;2165;2325;435;705;1410;1125;820;2705;1075;550;165;575;1705;195;195;385;200;730;.;.;.;.;2740;1600;655;495;1,6;2658;2588;159;3;97;97;3;21;79;50;29;0;99;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;8;7;305;0;25;45;45;30;100;60;1875;1600;280;0,7;1110;80;.;0,7;.;.;.;243;169;74;3063;1;2;1886
Struisenburg;Rotterdam;Buurt;BU05990847;2018;1;5555;2785;2770;250;1960;1770;820;755;4110;960;325;165;1755;1330;140;100;150;70;865;.;.;.;.;4150;3095;805;255;1,3;14339;3133;136;0;100;90;10;32;66;21;45;2;94;6;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;3;4;525;0;30;95;50;70;215;70;1785;1420;365;0,4;4605;80;.;0,7;.;.;.;62;39;23;3063;1;1;4745
Feijenoord;Rotterdam;Wijk;WK059910;2018;1;75025;37180;37845;13515;10085;22940;18935;9550;42460;21805;8115;2650;8100;43385;8530;3790;7325;13280;10455;.;.;.;.;36210;16620;7385;12210;2,1;11331;35038;139;24;76;95;5;21;79;63;16;0;84;16;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6;6;9;5170;45;795;1150;600;320;1490;775;21220;17330;3890;0,6;3205;960;.;0,4;.;.;.;855;662;193;.;.;1;4705
Kop van Zuid;Rotterdam;Buurt;BU05991017;2018;1;2700;1395;1300;210;360;1475;490;165;1850;675;155;25;500;950;65;160;115;105;500;.;.;.;.;1715;1010;515;205;1,6;10069;1862;284;0;100;85;15;25;75;39;36;0;10;90;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;7;21;580;0;25;100;90;80;230;55;1265;880;385;0,7;4710;80;.;0,8;.;.;.;64;27;37;3072;2;1;4038
Kop van Zuid - Entrepot;Rotterdam;Buurt;BU05991079;2018;3;7960;3930;4030;1510;830;2545;2110;970;4490;2395;865;220;1055;4175;1020;320;775;870;1190;.;.;.;.;3855;1675;905;1285;2,1;13609;3677;196;8;92;97;3;31;69;51;18;0;77;23;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;4;5;685;0;50;125;80;65;280;85;2380;1930;450;0,6;4070;135;.;0,3;.;.;.;67;59;9;3071;1;1;4579
Vreewijk;Rotterdam;Buurt;BU05991080;2018;1;14050;6690;7355;2160;1570;3365;4145;2815;7240;4125;1855;835;1430;4890;855;725;1165;770;1370;.;.;.;.;7155;3340;1595;2225;1,9;6875;7047;131;68;32;96;4;13;87;81;6;0;96;4;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;9;8;10;630;5;140;120;85;30;150;105;4490;3905;585;0,6;2197;255;.;0,6;.;.;.;207;204;3;3075;1;1;4047
Bloemhof;Rotterdam;Buurt;BU05991081;2018;1;14030;7110;6920;2700;2160;4410;3345;1420;8180;4050;1395;410;1745;9045;1585;800;1425;3390;1840;.;.;.;.;6580;2930;1265;2395;2,1;18067;6244;105;34;66;95;5;20;79;58;21;1;96;4;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;7;8;12;795;15;195;215;85;15;145;130;3640;3000;640;0,6;4685;120;.;0,3;.;.;.;79;78;1;3073;1;1;6241
Hillesluis;Rotterdam;Buurt;BU05991082;2018;1;11910;6035;5875;2420;1840;3970;2655;1025;6835;3600;1180;300;1285;8640;1750;585;1280;3365;1655;.;.;.;.;5355;2370;980;2015;2,2;13276;5171;103;8;92;92;8;27;72;47;25;1;90;10;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;7;10;815;15;175;275;70;20;155;110;3205;2535;670;0,6;3573;115;.;0,3;.;.;.;90;90;1;3074;1;1;4745
Katendrecht;Rotterdam;Buurt;BU05991085;2018;1;4795;2360;2435;990;485;1435;1270;620;2725;1415;485;170;455;2155;385;270;440;175;880;.;.;.;.;2275;975;500;805;2,1;8682;2210;192;15;85;96;4;35;64;51;14;0;63;37;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;4;4;410;0;35;85;40;25;160;70;1425;1185;240;0,6;2579;75;.;0,4;.;.;.;118;55;63;3072;1;1;3223
Afrikaanderwijk;Rotterdam;Buurt;BU05991086;2018;3;8715;4315;4395;1560;1385;2440;2205;1130;4705;2695;980;340;605;6845;1375;435;1075;2530;1430;.;.;.;.;3925;1760;675;1500;2,2;14058;3673;114;5;95;97;3;10;90;83;6;0;79;21;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;5;7;425;5;85;120;45;20;85;70;1895;1500;400;0,5;3059;50;.;0,4;.;.;.;62;62;0;3072;1;1;5363
Feijenoord;Rotterdam;Buurt;BU05991087;2018;1;7490;3660;3830;1595;1080;2105;1810;900;4370;2055;860;205;535;5700;1330;430;860;1855;1230;.;.;.;.;3340;1460;500;1385;2,2;11870;3249;111;4;96;96;4;9;91;86;5;0;92;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;7;4;7;305;0;55;50;40;10;90;55;1700;1370;330;0,5;2693;40;.;0,5;.;.;.;100;63;37;3071;1;1;3964
Noordereiland;Rotterdam;Buurt;BU05991088;2018;1;3355;1660;1695;380;375;1190;905;510;2070;800;340;150;485;970;160;60;185;210;350;.;.;.;.;1990;1115;470;415;1,7;13626;1905;180;2;98;96;4;31;69;46;23;1;87;13;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;4;3;530;0;40;65;65;60;200;100;1215;1030;185;0,6;4937;90;.;0,3;.;.;.;67;25;42;3071;1;1;4609
IJsselmonde;Rotterdam;Wijk;WK059912;2018;1;60140;29070;31070;10655;7015;16415;15425;10635;31005;19180;6450;3510;6145;24325;2765;3855;6265;4130;7305;.;.;.;.;28530;12350;6430;9760;2,1;5102;28809;132;36;64;95;5;37;62;47;14;1;91;9;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6;6;8;3245;30;795;735;405;195;665;420;21340;18425;2920;0,7;1811;1310;.;0,7;.;.;.;1309;1179;130;.;.;1;2554
Oud IJsselmonde;Rotterdam;Buurt;BU05991283;2018;1;5720;2940;2780;800;605;1590;1885;840;2675;2465;425;160;635;1560;155;155;505;220;520;.;.;.;.;2695;955;900;845;2,1;2917;2750;186;42;58;90;10;68;31;13;17;1;76;24;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;7;10;680;5;130;155;90;60;180;65;2810;2325;485;1;1432;225;.;1,5;.;.;.;315;196;119;3077;1;2;1679
Lombardijen;Rotterdam;Buurt;BU05991284;2018;1;13900;6875;7020;2565;1625;3975;3330;2405;7485;3940;1680;800;1535;6350;960;900;1180;1395;1910;.;.;.;.;6885;3340;1340;2215;2;5325;6932;121;26;74;95;5;30;69;50;18;2;94;6;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;10;7;9;680;5;160;150;85;40;155;85;4495;3855;640;0,7;1722;240;.;0,6;.;.;.;263;261;1;3076;1;1;2591
Groot IJsselmonde;Rotterdam;Buurt;BU05991289;2018;1;28450;13385;15065;4780;3110;7540;6840;6185;14070;9120;3060;2205;2805;10230;1205;1705;2345;1930;3040;.;.;.;.;13895;6310;3195;4395;2;4966;14234;129;33;67;95;5;34;66;51;15;1;89;11;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;5;7;1400;15;350;335;175;80;245;200;10020;8735;1285;0,7;1749;600;.;0,7;.;.;.;580;573;7;3079;5;1;2713
Beverwaard;Rotterdam;Buurt;BU05991290;2018;1;12060;5860;6200;2515;1670;3310;3370;1205;6775;3660;1290;345;1165;6185;445;1090;2230;585;1835;.;.;.;.;5050;1750;1000;2310;2,3;8122;4893;128;54;46;98;2;41;59;53;6;0;100;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;6;8;485;10;155;90;55;15;85;70;4020;3510;510;0,8;2706;245;.;0,6;.;.;.;151;149;3;3077;1;1;2544
Pernis;Rotterdam;Wijk;WK059913;2018;1;4845;2420;2420;740;530;1225;1455;900;2245;1960;385;255;445;465;30;95;140;35;165;.;.;.;.;2220;735;700;790;2,2;3069;2215;159;85;15;97;3;72;28;21;7;0;85;15;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;8;4;290;5;75;60;30;25;50;45;2250;2030;220;1;1426;250;.;0,5;.;.;.;162;158;4;.;.;4;732
Pernis;Rotterdam;Buurt;BU05991391;2018;1;4845;2420;2420;740;530;1225;1455;900;2245;1960;385;255;445;465;30;95;140;35;165;.;.;.;.;2220;735;700;790;2,2;3069;2215;159;85;15;97;3;72;28;21;7;0;85;15;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;8;4;290;5;75;60;30;25;50;45;2250;2030;220;1;1426;250;.;0,5;.;.;.;162;158;4;3195;1;4;732
Prins Alexander;Rotterdam;Wijk;WK059914;2018;1;95445;45610;49835;15470;10560;22665;26795;19960;45890;34145;9900;5515;9605;24550;2420;2325;8340;2305;9160;.;.;.;.;45840;19340;11210;15300;2,1;5491;45605;192;41;59;97;3;43;57;44;12;1;86;14;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;4;5;6550;20;915;1365;710;685;1985;865;37110;32365;4745;0,8;2135;2075;.;0,7;.;.;.;1860;1738;122;.;.;1;2679
's Gravenland;Rotterdam;Buurt;BU05991444;2018;1;8270;4070;4195;1280;1325;1520;2895;1250;4015;3360;650;250;1040;1695;160;145;535;195;665;.;.;.;.;3510;1005;1030;1480;2,4;3979;3393;354;67;33;97;3;56;44;22;21;0;94;6;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5;4;3;870;0;65;120;80;150;385;65;3705;3145;560;1,1;1783;170;.;0,6;.;.;.;223;208;16;3065;1;2;1962
Kralingseveer;Rotterdam;Buurt;BU05991446;2018;1;1630;835;790;270;205;455;500;205;820;630;110;75;130;215;10;35;50;25;90;.;.;.;.;725;260;195;280;2,2;3182;736;124;86;14;95;5;71;27;18;10;1;100;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1;2;3;120;0;30;25;15;10;25;15;680;610;65;0,9;1322;70;.;1,7;.;.;.;64;51;13;3064;1;3;1424
Prinsenland;Rotterdam;Buurt;BU05991448;2018;1;9905;4805;5100;1260;940;2065;3245;2400;4400;3680;1175;655;960;2550;240;225;835;300;940;.;.;.;.;5150;2375;1325;1455;1,9;5767;5154;179;34;66;97;3;36;63;54;9;1;94;6;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;2;4;660;5;100;100;55;95;220;85;4010;3525;480;0,8;2333;185;.;0,8;.;.;.;180;172;8;3066;1;1;2892
Het Lage Land;Rotterdam;Buurt;BU05991449;2018;1;10855;5050;5805;1390;1490;2905;2570;2500;5600;3170;1295;795;1315;2925;255;280;795;315;1280;.;.;.;.;6055;3315;1335;1415;1,8;5083;5875;143;19;81;96;4;38;62;39;23;0;91;9;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4;5;7;820;0;105;230;95;55;215;120;4170;3615;560;0,7;1953;240;.;0,5;.;.;.;216;214;3;3067;1;1;3249
Ommoord;Rotterdam;Buurt;BU05991463;2018;1;25560;11820;13735;3555;2380;5370;6515;7745;10840;9680;2830;2215;2425;5325;625;520;1505;425;2245;.;.;.;.;13040;5890;3485;3670;1,9;5878;13127;169;37;63;97;3;36;64;51;13;0;96;4;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;3;4;1350;5;235;280;170;100;340;220;9740;8670;1070;0,7;2240;535;.;0,6;.;.;.;448;435;13;3068;5;1;2894
Zevenkamp;Rotterdam;Buurt;BU05991466;2018;1;16040;7755;8280;2705;1880;4040;4865;2555;8185;5355;1810;695;1580;5350;500;600;2145;460;1645;.;.;.;.;7335;2840;1655;2850;2,1;7632;7293;161;51;49;97;3;43;56;47;9;1;98;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;6;5;825;5;180;150;90;50;210;140;5840;5110;730;0,8;2780;350;.;0,6;.;.;.;216;210;6;3068;5;2;2479
Oosterflank;Rotterdam;Buurt;BU05991467;2018;1;10545;4970;5570;1490;1125;2660;3125;2140;5350;3325;1315;565;1105;3800;420;325;1395;350;1310;.;.;.;.;5545;2755;1170;1630;1,9;6541;5586;142;27;73;96;4;32;66;60;6;2;95;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3;6;8;830;0;105;285;90;70;185;95;3795;3355;440;0,7;2354;185;.;0,5;.;.;.;163;161;2;3067;1;1;3341
