Kerncijfers wijken en buurten 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Onderwerp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zuidwijk;Rotterdam;Buurt;BU05991573;2016;1;12490;6015;6475;2180;1465;3450;3025;2375;6665;3500;1435;895;1330;5500;915;1000;1260;965;1360;180;15;160;13;6470;3285;1310;1885;1,9;8151;6699;103;21;79;95;5;22;74;58;16;4;88;12;2270;2040;3030;3120;3960;.;2110;2830;960;930;1190;1450;1880;.;1010;1060;.;9500;23,7;18,5;51,5;10,3;47,2;64,9;6,2;20,1;19,4;1280;680;340;2300;450;5;95;120;45;20;105;65;3670;1020;2650;3200;470;0,6;2394;255;205;0,4;0,5;0,7;0,4;23,6;153;153;0;3085;1;1;2630;8;8;11
Oud Charlois;Rotterdam;Buurt;BU05991574;2016;1;13430;6855;6570;2420;1860;4445;3290;1420;8010;3615;1415;395;2170;6030;950;730;1350;1305;1690;160;12;90;7;6670;3205;1390;2080;2;10462;6758;101;10;90;90;10;35;63;33;30;2;93;7;2270;2120;3360;3780;3440;4090;2030;2600;1070;1010;1430;1550;2000;2550;1010;1140;.;10000;24,3;18,6;48,8;11,5;53,4;59,6;7,6;18,5;16,4;1060;660;410;1380;900;10;215;160;100;40;175;195;4100;850;3250;3445;655;0,6;3195;335;255;0,4;0,4;0,4;0,3;21,4;142;128;14;3082;2;1;3479;8;8;8
Wielewaal;Rotterdam;Buurt;BU05991575;2016;1;835;405;425;120;70;185;265;205;405;260;115;65;70;160;15;30;55;10;45;10;13;5;10;465;230;120;125;1,8;4029;544;79;99;1;85;15;6;94;92;1;0;100;0;2820;.;2240;2580;2670;.;2460;2910;1560;.;1150;1320;1350;.;1290;1150;.;700;21,3;17,4;58,6;5,5;40,8;75,4;3,7;22,9;22,7;110;60;20;200;25;0;0;5;5;0;5;5;260;65;195;240;20;0,6;1255;15;20;0,8;0,4;0,8;0,7;18,1;21;21;0;3084;1;2;2007;25;80;12
Zuidplein;Rotterdam;Buurt;BU05991576;2016;1;1195;615;580;125;100;470;255;245;670;295;165;75;165;445;50;35;110;70;180;20;17;10;11;755;465;190;110;1,6;4633;754;99;0;100;93;7;33;67;11;56;0;100;0;1760;1760;.;.;.;.;1620;2010;850;850;.;.;.;.;730;1070;19,9;1000;29,5;25,4;35,5;17,6;63,3;56,2;5;10,6;9,9;50;40;40;230;245;0;15;145;10;20;30;20;400;125;275;320;80;0,5;1549;25;15;0,3;0,2;0,7;0,8;42,3;26;26;0;3083;1;1;5414;8;24;54
Pendrecht;Rotterdam;Buurt;BU05991577;2016;1;11885;5915;5965;2515;1430;3715;2680;1545;6700;3360;1310;525;1420;6845;1115;1015;1670;1315;1725;190;16;65;6;5585;2520;1055;2020;2,1;9744;5472;101;26;74;94;6;32;68;57;11;0;80;20;2350;2030;3050;3090;4300;4960;2100;2840;950;930;960;1240;2280;3070;960;1050;7,7;8500;23,3;17,2;50,8;10,1;50,3;60,4;6,8;19,9;17,8;1080;600;360;1480;455;5;130;95;60;20;90;50;3410;765;2645;2860;550;0,6;2796;160;165;0,4;0,4;0,4;0,4;18,5;122;122;0;3086;1;1;2610;10;11;9
Zuiderpark;Rotterdam;Buurt;BU05991578;2016;1;980;440;540;25;75;160;185;545;370;215;105;300;95;150;15;30;50;20;35;5;6;115;118;345;245;75;30;1,4;339;505;134;11;89;77;23;20;59;49;10;21;71;29;2740;2400;.;.;3400;4840;2070;3670;1280;1120;.;.;1630;2250;1170;1440;.;400;25,9;24,1;47,6;12,6;37,7;69,5;8,2;17;20,1;30;160;10;530;50;0;5;5;0;5;10;20;180;65;115;160;20;0,5;63;25;10;0,6;0,6;0,5;0,6;23,8;317;290;27;3084;1;1;2738;16;26;54
Heijplaat;Rotterdam;Buurt;BU05991593;2016;1;1365;685;675;200;180;335;430;220;660;485;145;80;150;295;30;85;50;50;75;10;10;5;4;685;295;165;235;2;3495;707;129;65;35;94;6;23;76;75;1;1;83;17;2540;2020;2730;2880;2970;5180;2290;3450;1050;910;1130;1290;1630;3450;1150;1350;.;1100;26;21;46,4;13,6;55,8;56,6;10,7;14,8;13,3;100;70;50;220;70;0;10;15;15;5;25;10;550;165;390;485;65;0,8;1411;45;45;4,6;0,4;4,4;4,6;0;39;39;0;3089;1;5;267;2;4;4
Hoogvliet;Rotterdam;Wijk;WK059916;2016;1;34240;16535;17705;5305;4175;8110;9885;6770;15365;13405;3235;2245;3280;8990;540;1970;3015;1030;2435;370;11;415;12;15860;5935;4400;5535;2,1;3644;16018;139;58;42;95;5;43;57;45;12;0;81;19;2760;2200;3140;3270;3390;4110;2370;3330;870;610;1050;1260;1600;1660;820;1070;17,5;27000;28,1;22,6;41;17,2;56,5;45;14,2;9,4;9,4;1420;1490;910;6600;1750;5;375;415;225;120;380;230;13690;4685;9005;12175;1515;0,9;1457;1085;875;0,6;0,7;0,9;0,5;11,5;1036;940;96;.;.;2;2031;6;7;7
Hoogvliet Noord;Rotterdam;Buurt;BU05991692;2016;1;12540;6190;6345;2200;1605;3280;3725;1735;6115;4610;1200;620;1250;4575;310;920;1630;645;1065;150;12;90;7;5545;1985;1320;2245;2,2;2718;5609;138;62;38;93;7;51;49;36;13;0;81;19;2770;2210;3100;3240;3320;4320;2390;3200;1030;890;1040;1290;1580;1440;1000;1080;6,2;9700;27,7;21,6;41,1;16,5;58,6;41,9;14,4;10,3;9,9;560;570;360;1690;870;5;185;205;135;55;195;90;5215;1675;3540;4470;745;0,9;1130;790;355;0,8;0,9;0,5;0,4;11,1;494;461;33;3194;5;2;1661;9;7;9
Hoogvliet Zuid;Rotterdam;Buurt;BU05991699;2016;1;21700;10340;11355;3105;2570;4825;6160;5035;9255;8795;2035;1625;2030;4415;230;1050;1380;385;1370;220;10;325;15;10310;3950;3080;3290;2,1;4538;10409;139;56;44;96;4;38;62;50;11;0;81;19;2760;2200;3160;3290;3490;3950;2360;3420;800;480;1050;1240;1630;1840;740;1060;23,7;17300;28,3;23,1;41;17,5;55,2;46,6;14,1;8,9;9,1;870;920;550;4920;880;5;190;210;85;65;185;140;8475;3010;5465;7705;770;0,8;1772;295;520;0,6;0,6;1,1;0,6;11,7;541;478;63;3192;5;2;2244;4;7;6
Hoek van Holland;Rotterdam;Wijk;WK059917;2016;1;10155;5020;5130;1510;1055;2290;2960;2335;4235;4385;885;655;850;510;50;80;105;55;215;95;10;100;10;4695;1620;1505;1575;2,2;709;5641;207;73;27;80;20;40;44;37;7;16;87;13;3140;1990;3020;3230;4060;4650;2280;3420;1360;800;1110;1340;1640;2580;1050;1210;.;8300;31,4;26;37;21,9;59;38,3;21,6;6,1;5,7;230;360;200;2280;845;70;175;190;55;110;155;95;4800;1680;3125;4315;485;1;335;530;380;0,9;0,7;0,7;0,7;3,1;1866;1433;432;.;.;3;1031;6;7;6
Strand en Duin;Rotterdam;Buurt;BU05991701;2016;1;2155;1110;1040;425;235;595;580;325;1015;970;105;70;155;60;5;5;15;5;35;35;17;10;6;825;145;305;385;2,6;528;1694;335;92;8;45;55;.;.;.;.;.;70;30;4110;2880;3360;3890;4590;.;2880;3760;1790;210;1050;1310;1670;.;1160;1180;8,8;1700;41,4;32,7;29,2;35,8;68,4;11,4;46,4;1;0,9;0;30;30;320;255;10;30;70;20;40;60;25;1150;490;660;1005;145;1,4;281;100;100;1,7;1,6;1,2;1,5;3,6;590;409;181;3151;1;4;681;6;11;7
Dorp;Rotterdam;Buurt;BU05991702;2016;1;7925;3870;4055;1075;815;1685;2360;1995;3190;3385;775;580;690;445;45;75;90;50;180;60;8;85;11;3835;1465;1195;1185;2,1;2439;3916;180;64;36;95;5;39;60;54;7;0;94;6;2650;1900;2940;3070;3580;4860;2260;3260;1110;860;1130;1350;1630;2660;1040;1220;.;6600;28,9;24,2;38,9;18,4;56,4;44,2;16,2;7,2;6,7;230;330;170;1950;530;50;120;110;35;60;90;65;3600;1170;2430;3265;335;0,9;1107;350;275;0,6;0,5;0,5;0,5;3;380;325;55;3151;1;3;1206;6;6;6
Rijnpoort;Rotterdam;Buurt;BU05991703;2016;1;70;35;30;15;10;15;15;15;35;30;5;5;0;0;0;0;0;0;0;0;14;0;43;25;10;10;15;2,4;10;31;.;84;16;81;19;48;45;0;45;6;90;10;3840;.;.;.;.;3940;.;.;.;.;.;.;.;.;.;.;.;100;.;.;.;.;.;.;.;.;.;0;0;0;10;60;10;20;15;5;5;5;5;55;20;35;45;10;.;.;80;5;2,6;2,5;2,4;2,4;2,4;896;699;197;3151;1;5;61;29;43;0
Spaanse Polder;Rotterdam;Wijk;WK059918;2016;1;95;50;40;10;5;30;40;15;40;40;10;10;10;5;0;0;5;0;0;0;21;0;21;50;25;20;15;1,9;52;35;.;46;54;57;43;34;63;0;63;3;100;0;3000;.;.;.;.;.;.;4440;2860;.;.;.;.;2250;.;1960;.;100;.;.;.;.;.;.;.;.;.;0;0;0;10;815;0;140;340;75;80;155;30;1185;1005;185;545;645;.;.;915;25;1,4;1,4;1,1;1,4;18,2;204;184;20;.;.;3;1480;32;242;242
Spaanse Polder;Rotterdam;Buurt;BU05991853;2016;1;95;50;40;10;5;30;40;15;40;40;10;10;10;5;0;0;5;0;0;0;21;0;21;50;25;20;15;1,9;52;35;.;46;54;57;43;34;63;0;63;3;100;0;3000;.;.;.;.;.;.;4440;2860;.;.;.;.;2250;.;1960;.;100;.;.;.;.;.;.;.;.;.;0;0;0;10;815;0;140;340;75;80;155;30;1185;1005;185;545;645;.;.;915;25;1,4;1,4;1,1;1,4;18,2;204;184;20;3044;1;3;1480;32;242;242
Nieuw Mathenesse;Rotterdam;Wijk;WK059919;2016;3;15;10;0;0;0;5;5;5;5;5;10;0;0;5;0;0;0;5;0;0;0;0;0;10;10;5;5;1,3;13;7;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;14,3;0;.;.;.;.;.;.;.;.;.;.;.;.;.;330;0;30;95;40;30;105;30;165;105;60;75;90;.;.;130;0;0,9;0,8;1,2;1;27,1;207;123;84;.;.;1;2900;.;.;.
Nieuw Mathenesse;Rotterdam;Buurt;BU05991926;2016;3;15;10;0;0;0;5;5;5;5;5;10;0;0;5;0;0;0;5;0;0;0;0;0;10;10;5;5;1,3;13;7;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;14,3;0;.;.;.;.;.;.;.;.;.;.;.;.;.;330;0;30;95;40;30;105;30;165;105;60;75;90;.;.;130;0;0,9;0,8;1,2;1;27,1;207;123;84;3029;1;1;2900;.;.;.
Waalhaven-Eemhaven;Rotterdam;Wijk;WK059921;2016;1;30;15;10;5;0;10;15;5;20;10;5;0;5;0;0;0;0;0;0;0;0;0;0;15;15;5;5;1,6;3;40;.;28;73;18;83;3;90;0;90;8;98;3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;1110;0;155;185;540;85;115;30;1165;980;185;445;720;.;.;1435;15;4,1;1,5;3,9;4,1;2,3;1501;907;593;.;.;4;644;.;.;.
Waalhaven;Rotterdam;Buurt;BU05992194;2016;1;5;0;0;0;0;5;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;2;.;17;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;540;0;70;65;325;25;45;10;230;190;45;100;130;.;.;405;10;.;.;.;.;.;628;267;361;3087;3;3;1191;.;.;.
Eemhaven;Rotterdam;Buurt;BU05992196;2016;1;20;10;10;0;0;5;10;5;10;10;5;0;0;0;0;0;0;0;0;0;0;0;0;10;10;5;5;1,6;5;9;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;125;0;15;20;50;20;10;10;145;110;35;80;65;.;.;105;5;4,8;1,5;4,7;4,9;0,5;681;449;232;3089;3;5;326;.;.;.
Waalhaven Zuid;Rotterdam;Buurt;BU05992198;2016;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;.;14;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;440;0;70;100;165;45;60;5;785;680;105;270;520;.;.;925;0;.;.;.;.;.;191;191;1;3088;1;5;363;.;.;.
Vondelingenplaat;Rotterdam;Wijk;WK059922;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;45;0;15;5;15;0;10;0;35;25;10;5;30;.;.;130;0;.;.;.;.;.;951;722;229;.;.;5;198;;;
Vondelingenplaat;Rotterdam;Buurt;BU05992295;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;45;0;15;5;15;0;10;0;35;25;10;5;30;.;.;130;0;.;.;.;.;.;951;722;229;3196;1;5;198;;;
Botlek-Europoort-Maasvlakte;Rotterdam;Wijk;WK059923;2016;1;5;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;167;0;0;5;5;2;.;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;340;0;90;70;110;15;45;0;255;200;55;115;140;.;.;795;5;.;.;.;.;.;10417;6495;3922;.;.;5;58;.;.;.
Botlek;Rotterdam;Buurt;BU05992306;2016;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;5;5;2;.;3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;195;0;55;40;65;5;30;0;155;120;30;70;80;.;.;560;5;.;.;.;.;.;2473;1628;845;3197;1;5;113;.;.;.
Europoort;Rotterdam;Buurt;BU05992307;2016;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;.;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;95;0;25;25;25;5;15;0;75;55;15;35;40;.;.;205;0;.;.;.;.;.;3404;1830;1574;3198;1;5;21;.;.;.
Maasvlakte;Rotterdam;Buurt;BU05992308;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;50;0;15;5;20;5;5;0;30;25;5;10;20;.;.;35;0;.;.;.;.;.;4541;3037;1504;3199;1;5;7;;;
Rotterdam-Noord-West;Rotterdam;Wijk;WK059924;2016;1;10;5;0;0;5;5;0;0;10;0;5;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;1;9;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;635;0;95;245;80;60;140;15;670;490;180;215;455;.;.;950;5;2,5;2,6;2,2;2;2,2;116;111;6;.;.;4;530;.;.;.
Bedrijvenpark Noord-West;Rotterdam;Buurt;BU05992459;2016;1;10;5;0;0;5;5;0;0;10;0;5;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;1;9;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;635;0;95;245;80;60;140;15;670;490;180;215;455;.;.;950;5;2,5;2,6;2,2;2;2,2;116;111;6;3047;1;4;530;.;.;.
Rivium;Rotterdam;Wijk;WK059925;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;40;0;0;5;5;10;20;0;20;15;5;5;15;.;.;5;0;.;.;.;.;.;12;10;2;.;.;3;1042;;;
Rivium;Rotterdam;Buurt;BU05992540;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;40;0;0;5;5;10;20;0;20;15;5;5;15;.;.;5;0;.;.;.;.;.;12;10;2;3065;1;3;1042;;;
Bedrijventerrein Schieveen;Rotterdam;Wijk;WK059926;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;0;.;.;0;0;.;.;.;.;.;152;152;0;.;.;5;34;;;
Bedrijventerrein Schieveen;Rotterdam;Buurt;BU05992650;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;0;.;.;0;0;.;.;.;.;.;152;152;0;3046;1;5;34;;;
Rozenburg;Rotterdam;Wijk;WK059927;2016;1;12420;6155;6260;1960;1385;2880;3590;2610;5105;5515;1110;700;1270;1225;65;215;175;280;485;115;9;100;8;5700;1930;1825;1955;2,2;2747;5772;154;66;34;97;3;55;45;41;4;0;93;7;2990;2580;3110;3210;3830;4060;2560;3360;1120;800;1170;1380;1630;2080;950;1260;.;9800;31,2;24,9;38;22,5;57,4;36,1;17,8;6,2;5,6;310;470;280;2540;560;10;105;140;40;50;125;90;5690;1965;3725;5110;580;1;1258;385;480;1,2;0,5;0,8;0,7;4;650;452;198;.;.;3;1203;4;8;4
Rozenburg;Rotterdam;Buurt;BU05992704;2016;1;12420;6155;6260;1960;1385;2880;3590;2610;5105;5515;1110;700;1270;1225;65;215;175;280;485;110;9;100;8;5700;1930;1825;1955;2,2;3827;5772;154;66;34;97;3;55;45;41;4;0;93;7;2990;2580;3110;3210;3830;4060;2560;3360;1120;800;1170;1380;1630;2080;950;1260;.;9800;31,2;24,9;38;22,5;57,4;36,1;17,8;6,2;5,6;310;470;280;2540;560;10;105;140;40;50;125;90;5690;1965;3725;5110;580;1;1753;385;480;1,2;0,5;0,8;0,7;4;411;325;86;3181;1;3;1204;4;8;4
Noordzeeweg;Rotterdam;Buurt;BU05992705;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;0;0;0;0;0;.;.;0;0;.;.;.;.;.;239;128;111;3181;1;5;234;;;
