Kerncijfers wijken en buurten 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Onderwerp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schiebroek;Rotterdam;Buurt;BU05990660;2016;1;16305;7610;8690;3330;1655;4315;4070;2940;8730;4985;1615;975;1535;4495;1185;495;785;580;1445;225;14;230;14;7750;3585;1510;2665;2;3366;8074;165;33;67;94;6;38;60;51;9;2;92;8;2380;1900;3130;3280;3670;4730;1910;3050;1180;970;1470;1770;1700;2580;1040;1400;.;11900;31,9;24;42,3;21,9;54,9;52,7;17,7;14,8;14,8;1090;660;370;2850;1040;10;140;215;95;105;320;155;5455;1495;3960;4730;725;0,7;1126;315;290;0,6;0,5;0,4;0,4;13,4;493;484;8;3053;4;1;2519;6;6;8
Hillegersberg Zuid;Rotterdam;Buurt;BU05990661;2016;1;7965;3940;4025;1500;815;2740;2025;885;4735;2490;565;180;1045;780;65;70;205;85;350;120;15;40;5;3850;1615;1015;1230;2,1;6669;3794;204;26;74;93;7;65;34;1;33;1;95;5;2610;2270;3470;3570;3900;4560;2160;2770;1370;1180;1770;2160;2030;2790;1210;1420;.;6100;39,1;30,2;29,5;32,7;69,9;34,4;25,5;5,3;4,6;110;170;160;840;1070;5;115;180;110;115;365;180;3160;875;2280;2710;450;0,8;2643;250;260;0,3;0,6;0,3;0,4;28,4;127;119;8;3051;1;1;3102;4;5;5
Hillegersberg Noord;Rotterdam;Buurt;BU05990662;2016;1;7820;3605;4215;1270;675;1675;2155;2055;3530;2855;785;660;980;1115;220;100;275;115;400;70;9;150;19;3840;1720;1030;1095;2;4255;4048;307;30;70;92;8;47;51;35;16;2;72;28;2840;2270;3590;3830;4820;6260;2140;3490;1270;960;1490;1910;2710;3470;960;1630;.;5900;43,3;34,1;37,6;29,9;54,8;43;26,1;10,9;11,3;270;280;160;2000;835;0;55;185;40;165;300;85;3445;1125;2320;2965;480;0,9;1872;175;130;0,6;0,6;0,5;0,7;15,4;306;184;122;3054;1;2;2074;5;6;7
Terbregge;Rotterdam;Buurt;BU05990664;2016;1;3525;1735;1785;785;415;790;1180;360;1820;1395;250;65;405;525;75;35;175;60;175;40;11;5;3;1350;275;360;720;2,6;1979;1310;285;89;11;97;3;57;43;19;23;1;33;67;3710;2310;3550;3890;4800;4490;3400;3870;1020;460;680;980;1900;2560;760;1100;22,9;2500;45;32,6;31,8;36,4;64,1;22,4;40,5;6;5,5;60;90;70;340;345;0;45;35;30;55;125;50;1550;570;980;1320;230;1,1;870;130;135;0,8;1,8;0,6;1,2;11,3;188;178;10;3056;1;4;882;4;5;6
Molenlaankwartier;Rotterdam;Buurt;BU05990665;2016;1;7955;3800;4155;1845;615;1560;2090;1845;3650;3195;520;595;1130;475;20;45;70;25;305;65;9;120;15;3300;1165;845;1300;2,3;3934;3436;389;69;31;94;6;70;30;11;18;0;98;2;3550;2280;3640;4200;4190;6140;2480;3910;1870;980;1820;2290;2360;4240;1220;2110;.;5500;56,3;40,4;28;44,4;61,9;25,8;46,6;3,8;5,2;50;120;100;1790;830;0;45;100;40;200;365;75;3705;1255;2450;3140;565;1,1;1832;110;165;1,1;0,6;0,7;0,4;11,2;214;202;11;3055;1;2;1697;6;5;3
Kralingen-Crooswijk;Rotterdam;Wijk;WK059908;2016;1;53165;25870;27295;7325;10265;17210;11155;7215;33875;12525;4790;1985;8270;19705;5210;1150;3650;3220;6465;625;12;420;8;30465;17735;6350;6390;1,7;5085;28081;174;7;93;93;7;25;72;47;25;3;94;6;2250;2060;3650;4070;5470;5860;2020;2640;800;710;1470;1800;3480;4060;730;980;23,9;39900;30,7;24,7;48,3;19,8;50,8;59,6;12,7;17,1;16,9;3770;1910;1110;6980;4345;10;370;830;375;490;1530;740;15850;4630;11225;13180;2670;0,5;1516;935;675;0,5;0,4;0,4;0,5;25,3;1277;1046;231;.;.;1;5318;6;7;7
Rubroek;Rotterdam;Buurt;BU05990814;2016;1;8310;3920;4385;1070;1405;2935;1690;1210;5275;1800;835;400;1125;3415;965;190;675;520;1065;95;12;100;12;4720;2685;1005;1035;1,7;15606;4599;125;0;100;97;3;21;75;48;27;4;93;7;2070;2060;.;.;.;.;2080;2010;660;660;.;.;.;.;680;610;30,1;6500;25,7;21,1;49,7;15,7;51,6;61,5;7;16,6;16,5;710;350;190;1170;510;0;50;145;45;35;145;100;2120;485;1635;1855;265;0,4;3983;130;100;0,4;0,3;0,5;0,4;36,8;54;53;1;3031;1;1;7823;7;7;7
Nieuw Crooswijk;Rotterdam;Buurt;BU05990836;2016;1;2950;1535;1415;510;365;1220;595;265;1875;740;275;70;320;1295;510;55;205;210;310;70;25;10;5;1575;785;380;420;1,9;2863;1697;129;2;98;82;18;8;91;82;9;1;76;24;2110;2080;2760;3230;.;.;2040;2640;540;530;1380;.;.;.;590;440;25;2300;27,1;21,3;48,1;16,5;57;64,4;11,9;22,3;21,4;300;110;80;260;285;0;40;65;20;15;75;65;865;205;660;715;150;0,5;836;130;45;0,3;0,4;0,4;0,3;29;110;103;7;3034;1;1;4930;4;8;6
Oud Crooswijk;Rotterdam;Buurt;BU05990837;2016;1;8080;3855;4225;1470;1160;2340;1975;1135;4640;2095;950;400;765;4740;1660;245;755;1090;985;95;12;80;10;4015;2020;705;1300;2;16551;4060;121;4;96;96;4;7;89;81;8;4;96;4;2100;2050;3010;2720;.;.;2070;2370;930;920;1010;910;.;.;940;900;.;6000;20,4;15,5;61;7;39,4;70,8;4,4;29,4;28,6;1060;500;200;1110;355;5;55;70;40;10;90;85;1890;345;1545;1555;330;0,5;3866;135;75;0,4;0,4;0,3;0,3;33,5;53;49;4;3034;1;1;6543;7;8;10
Kralingen West;Rotterdam;Buurt;BU05990841;2016;1;15785;7680;8100;2255;3030;5345;3270;1885;10370;3480;1435;505;2150;6270;1690;300;1320;1065;1890;195;12;110;7;8940;5145;1855;1950;1,7;15432;8099;148;6;94;95;5;29;70;48;22;1;94;6;2120;1980;3370;3210;.;.;1920;2360;960;950;1400;1430;.;.;960;1010;.;12200;28,4;22,9;48,3;19,2;52,4;60,6;11,8;17,2;17,1;1170;570;370;1810;1175;5;105;235;110;100;400;215;4320;1005;3315;3675;645;0,5;4223;220;190;0,5;0,3;0,3;0,5;25,2;102;102;0;3061;1;1;5759;6;8;6
Kralingen Oost;Rotterdam;Buurt;BU05990842;2016;1;7995;3900;4095;1285;1810;2055;1640;1210;5040;2270;425;270;1695;1055;70;80;150;50;705;75;10;60;8;4350;2465;975;920;1,8;3949;3571;393;33;67;92;8;50;48;14;34;2;95;5;3190;2370;4130;4680;5640;6020;2360;3800;1580;1150;1740;2180;3660;4140;1010;2040;11,2;5500;55,8;42,4;37,1;39,4;56,2;42,3;34,4;6,6;6;90;100;80;1170;1165;0;60;150;70;240;535;110;3060;1120;1940;2465;595;0,7;1510;95;115;0,6;0,5;0,4;0,5;18;205;203;3;3062;1;1;3354;5;5;3
Kralingse Bos;Rotterdam;Buurt;BU05990843;2016;1;110;55;55;15;20;15;45;15;60;45;5;5;5;5;0;0;0;0;0;0;0;0;9;50;25;10;25;2,1;34;26;287;81;19;81;19;50;50;0;50;0;100;0;2960;.;.;.;4020;.;2100;4150;2320;.;.;.;2060;.;1890;2590;.;100;.;22,7;.;.;.;.;.;.;.;10;0;0;20;85;0;5;25;0;10;5;35;60;20;40;35;25;1,2;18;25;10;1,2;1,6;0,9;1,5;14,9;447;328;119;3062;1;2;1560;18;108;162
De Esch;Rotterdam;Buurt;BU05990845;2016;1;4420;2145;2270;460;675;1380;1130;770;2580;1120;555;170;575;1650;185;180;395;205;675;45;11;30;7;2685;1555;640;500;1,6;2614;2653;139;3;97;96;4;20;80;49;31;0;100;0;2030;1980;3130;3070;.;.;1940;2250;30;.;730;810;.;.;.;100;95,6;3700;28,3;24;44,7;18,7;51,5;57;8,1;15,9;16,4;310;180;110;740;300;0;30;55;40;20;100;55;1675;610;1065;1400;275;0,6;991;100;65;0,7;0,7;1,1;0,6;7,3;243;169;74;3063;1;2;1833;6;7;5
Struisenburg;Rotterdam;Buurt;BU05990847;2016;1;5505;2770;2735;260;1795;1920;810;720;4040;985;315;170;1625;1275;125;100;140;75;830;35;7;15;3;4120;3075;795;260;1,3;14207;3376;183;0;100;84;16;30;59;16;43;11;94;6;2160;2160;.;.;.;.;1960;2350;290;280;.;.;.;.;350;220;63,1;3800;31,4;27,7;45,5;24,1;50,3;60,1;12,5;8,4;8,3;110;100;90;710;470;0;30;80;45;60;180;70;1865;840;1030;1485;385;0,5;4814;100;75;1;0,7;0,4;0,8;20,2;62;39;23;3063;1;1;4804;3;5;5
Feijenoord;Rotterdam;Wijk;WK059910;2016;1;73490;36600;36890;13205;10200;22485;18430;9180;41120;21630;8065;2685;7675;42520;8165;3720;7365;13465;9800;1035;14;555;8;35585;16330;7360;11905;2;11069;34677;122;23;77;94;6;21;79;64;15;1;86;14;2280;2160;2570;2610;2910;3300;2140;2720;850;810;1010;1230;1520;1840;930;740;12,8;54500;24,3;18,5;54,1;12,3;46,6;62,7;8,8;22,2;21,6;7780;3590;2020;8840;4505;40;665;1060;485;270;1320;670;19860;4215;15650;16190;3675;0,6;2991;1910;880;0,5;0,4;0,5;0,4;33,1;855;664;191;.;.;1;4694;9;9;11
Kop van Zuid;Rotterdam;Buurt;BU05991017;2016;1;2235;1195;1040;175;345;1270;350;95;1645;455;120;15;395;855;50;155;105;105;435;40;18;0;0;1510;980;380;155;1,5;8346;1751;242;0;100;82;18;20;80;39;40;0;16;84;2360;2390;.;.;.;.;2100;2840;.;.;.;.;.;.;.;.;61,6;1800;49,1;42,3;28,1;39,8;72,3;48;23,9;5,9;5;30;20;40;90;490;0;25;75;75;60;210;40;1025;435;590;690;335;0,7;3830;485;55;0,8;0,8;0,7;0,7;29,4;64;27;37;3072;2;1;3966;4;11;22
Kop van Zuid - Entrepot;Rotterdam;Buurt;BU05991079;2016;1;8480;4205;4275;1625;885;2820;2200;955;4775;2575;895;245;1115;4435;1095;340;900;890;1205;120;14;30;4;4115;1755;1000;1365;2,1;11572;3834;169;8;92;97;3;29;71;55;16;0;74;26;2410;2310;3350;3720;.;.;2240;2800;470;500;80;10;.;.;560;260;52,1;6300;34;25,8;41,8;26,4;56,5;46,9;18,4;16,1;15,9;620;320;200;920;635;0;45;120;75;55;265;75;2380;640;1745;1920;460;0,6;3249;115;115;0,3;0,3;0,3;0,3;29,4;82;73;9;3071;1;1;4479;11;6;8
Vreewijk;Rotterdam;Buurt;BU05991080;2016;1;13745;6555;7190;2000;1600;3220;4110;2815;6865;4135;1875;875;1370;4465;755;685;1125;710;1180;155;11;190;14;7090;3315;1640;2145;1,9;6705;7033;122;68;32;95;5;13;86;81;5;0;96;4;2380;2100;2420;2540;2960;3560;2260;2970;1040;860;1110;1320;1540;2160;1080;1060;.;10800;22,5;18,2;53,9;9;43,4;67,5;5,9;21,1;20,6;1510;790;400;2730;540;5;125;110;55;30;135;90;4250;1035;3215;3710;540;0,6;2073;305;255;0,7;0,6;0,6;0,4;38,5;207;205;2;3075;1;1;4065;12;11;11
Bloemhof;Rotterdam;Buurt;BU05991081;2016;1;13715;7050;6660;2580;2170;4310;3295;1365;7805;4115;1390;410;1595;8860;1530;760;1445;3415;1705;210;16;80;6;6400;2860;1245;2305;2,1;17396;6362;95;33;67;92;8;21;78;57;21;1;96;4;2220;2100;2460;2500;2470;2990;2110;2700;1060;1010;1130;1230;1300;1500;1040;1150;.;9900;20,4;15,1;58,4;7;44,1;67,1;4,6;24,7;23,1;1540;710;420;1290;705;10;170;215;70;10;115;115;3400;510;2890;2775;625;0,5;4315;325;120;0,4;0,3;0,4;0,3;39,4;79;79;0;3073;1;1;6242;8;9;11
Hillesluis;Rotterdam;Buurt;BU05991082;2016;1;11950;6075;5870;2440;1935;4035;2550;995;6825;3655;1175;300;1250;8735;1680;590;1300;3520;1645;205;17;60;5;5375;2320;1015;2045;2,2;13307;5138;95;8;92;92;8;28;71;46;25;1;89;11;2220;2110;3060;3390;.;.;2050;2510;980;980;1060;1640;.;.;980;980;5,1;8500;21,1;15,3;57,2;7,7;47,3;63;5,8;23;22,2;1200;590;340;960;705;15;145;255;50;20;130;95;3000;465;2535;2340;655;0,6;3338;280;95;0,3;0,3;0,3;0,3;35,9;90;90;1;3074;1;1;4749;8;8;16
Katendrecht;Rotterdam;Buurt;BU05991085;2016;1;4755;2355;2395;1010;465;1480;1220;585;2690;1420;485;170;455;2160;395;280;445;175;860;60;13;25;5;2270;975;510;795;2,1;8610;2051;154;14;86;96;4;38;62;55;8;0;68;32;2370;2210;3450;3340;.;.;2090;2890;650;750;260;240;.;.;820;450;17,9;3500;29,5;22,1;46,8;21,6;54,2;53,9;16;18,1;19,5;400;170;120;560;335;0;30;65;35;20;125;60;1375;370;1005;1145;230;0,6;2489;65;80;0,4;0,4;0,5;0,4;22,9;118;55;63;3072;1;1;3062;8;7;8
Afrikaanderwijk;Rotterdam;Buurt;BU05991086;2016;1;8075;4000;4070;1475;1325;2220;2030;1025;4370;2480;920;310;500;6500;1220;410;1025;2555;1285;80;10;75;10;3645;1665;615;1375;2,2;17136;3485;92;5;95;93;7;10;89;82;7;1;87;13;2270;2180;3690;3740;.;.;2130;3230;720;840;250;480;.;.;940;230;12,2;5800;18,4;13,6;65,8;5,3;35,4;71,2;5,4;30,6;30,9;1160;450;210;990;360;5;55;120;35;15;70;60;1670;230;1440;1315;355;0,5;3540;120;30;0,4;0,4;0,5;0,3;33,7;47;47;0;3072;1;1;5347;9;9;12
Feijenoord;Rotterdam;Buurt;BU05991087;2016;1;7275;3535;3740;1545;1085;2030;1770;850;4165;2030;870;215;500;5550;1270;425;840;1865;1150;110;16;55;8;3235;1380;515;1345;2,2;11531;3151;97;2;98;97;3;9;91;87;4;0;95;5;2150;2110;2820;2750;.;.;2080;2500;970;970;1040;.;.;.;980;870;.;5200;19,9;14,4;63,1;6,9;37,6;70;5,4;30,3;27,6;1090;430;200;820;255;0;40;45;35;10;80;45;1555;215;1345;1290;270;0,5;2467;110;45;0,7;0,5;0,5;0,4;24,6;100;63;37;3071;1;1;3939;12;7;8
Noordereiland;Rotterdam;Buurt;BU05991088;2016;1;3245;1615;1625;360;390;1100;905;490;1985;770;340;155;490;955;160;65;175;220;330;45;14;25;8;1935;1100;455;390;1,7;13168;1872;154;1;99;95;5;31;68;46;22;1;89;11;2060;2050;2730;.;.;.;1980;2180;910;900;2030;.;.;.;910;900;.;2700;31;26,3;42,5;22;57,7;55,6;12,8;15,1;17,1;240;120;90;480;470;0;35;55;55;45;190;90;1205;315;890;1005;200;0,6;4880;110;80;0,8;0,3;0,8;1,3;18;67;25;42;3071;1;1;4610;4;7;6
IJsselmonde;Rotterdam;Wijk;WK059912;2016;1;59630;28615;31010;10395;6995;16360;15110;10770;30230;19260;6375;3770;5805;22715;2575;3820;6215;3785;6310;825;14;755;13;28565;12260;6625;9685;2;5045;28904;123;36;64;95;5;38;62;47;14;1;91;9;2530;2110;3090;3210;3440;4490;2190;3010;1000;850;1150;1420;1600;2450;960;1080;7,4;45300;25,9;20,2;45,5;13,7;53,7;53,5;10;13,9;13,5;4200;2670;1610;10460;2895;25;665;690;340;195;590;385;20810;5950;14860;18065;2745;0,7;1761;1485;1280;0,6;0,7;0,6;0,5;17,7;1309;1182;127;.;.;1;2565;8;7;8
Oud IJsselmonde;Rotterdam;Buurt;BU05991283;2016;1;6005;3065;2935;915;630;1735;1935;795;2850;2535;465;160;610;1615;120;210;540;205;535;80;14;30;5;2790;975;885;940;2,1;3061;2749;168;43;57;94;6;68;31;13;18;1;76;24;2820;2300;3460;3430;3570;4260;2130;3130;830;450;1170;1440;1510;2360;680;890;29,1;4800;34,2;27,5;32,5;26;64,3;31,5;23,2;6,6;5,8;180;180;150;760;620;0;120;135;85;55;155;60;2800;1065;1735;2360;440;1;1427;320;225;1,7;1,5;0,9;0,9;16,2;315;196;119;3077;1;2;1685;6;13;8
Lombardijen;Rotterdam;Buurt;BU05991284;2016;1;13785;6745;7040;2485;1575;3950;3200;2575;7275;3975;1650;900;1400;5980;885;910;1155;1365;1665;200;15;185;13;6900;3365;1420;2125;1,9;5282;6932;113;26;74;96;4;31;68;50;17;2;94;6;2280;2020;2910;3190;3830;4150;2080;2820;960;920;950;1150;1970;2820;920;1140;5,8;10300;24,6;19,1;48,1;11,7;51,4;60;7;16,3;15,9;1160;640;400;2510;605;5;145;145;55;45;130;80;4380;1105;3275;3800;580;0,6;1678;305;235;0,4;0,6;0,6;0,5;23,2;263;261;1;3076;1;1;2593;10;6;8
Groot IJsselmonde;Rotterdam;Buurt;BU05991289;2016;1;28120;13190;14925;4545;3180;7440;6700;6260;13585;9230;2970;2340;2720;9395;1155;1610;2245;1715;2665;370;13;460;16;13810;6205;3335;4275;2;4881;14330;121;33;67;95;5;34;66;51;15;0;89;11;2470;2100;2940;3090;3150;4860;2170;2900;1000;830;1220;1530;1470;2230;950;1110;6,4;21600;25,2;20;45,8;12,4;52,6;55,8;8,3;13;13,1;1920;1300;700;6100;1240;10;285;315;155;75;220;180;9820;2835;6980;8610;1210;0,7;1704;675;615;0,5;0,7;0,6;0,5;17,9;580;576;4;3079;5;1;2733;7;6;9
Beverwaard;Rotterdam;Buurt;BU05991290;2016;1;11715;5610;6105;2450;1610;3240;3275;1140;6530;3525;1295;370;1070;5725;415;1085;2275;495;1445;170;15;75;7;5055;1725;990;2350;2,3;7887;4893;120;54;46;97;3;41;59;53;6;0;100;0;2810;2190;3300;3410;.;.;2430;3360;1130;1050;1150;1370;.;.;1120;1130;.;8600;24,4;18,2;49;12,7;52,8;50,4;11,5;17;15,7;960;560;350;1090;430;5;115;95;45;20;85;65;3810;945;2865;3300;515;0,8;2566;185;210;0,6;0,6;0,5;0,5;11,6;151;149;3;3077;1;1;2541;8;6;8
Pernis;Rotterdam;Wijk;WK059913;2016;1;4785;2355;2430;770;510;1210;1410;890;2185;1965;365;280;390;430;25;100;125;30;140;45;9;30;7;2160;720;670;780;2,2;3033;2194;149;85;15;96;4;70;30;21;8;0;86;14;2870;2250;2780;3080;3170;3920;2290;3110;1270;880;1140;1450;1660;2150;1020;1370;.;3800;30,6;24,5;35,9;20,4;63,6;34,1;18,7;4,6;4,2;90;160;110;870;275;0;80;55;20;30;50;40;2150;675;1475;1965;190;1;1362;220;240;0,5;0,5;0,5;0,5;2;162;158;4;.;.;4;728;5;7;3
Pernis;Rotterdam;Buurt;BU05991391;2016;1;4785;2355;2430;770;510;1210;1410;890;2185;1965;365;280;390;430;25;100;125;30;140;45;9;30;7;2160;720;670;780;2,2;3033;2194;149;85;15;96;4;70;30;21;8;0;86;14;2870;2250;2780;3080;3170;3920;2290;3110;1270;880;1140;1450;1660;2150;1020;1370;.;3800;30,6;24,5;35,9;20,4;63,6;34,1;18,7;4,6;4,2;90;160;110;870;275;0;80;55;20;30;50;40;2150;675;1475;1965;190;1;1362;220;240;0,5;0,5;0,5;0,5;2;162;158;4;3195;1;4;728;5;7;3
Prins Alexander;Rotterdam;Wijk;WK059914;2016;1;94600;45025;49575;15625;10380;22795;26350;19455;44900;34450;9550;5700;9425;22815;2245;2145;8190;2190;8045;940;10;1005;11;45245;18860;11240;15155;2,1;5429;45444;176;41;59;97;3;42;57;44;13;1;86;14;2770;2180;3370;3560;4600;5310;2260;3410;640;500;680;880;1530;2230;540;770;42,2;73600;31,9;25,3;39,6;21,7;56,3;46,3;18,6;10,2;10,8;3840;3820;2150;18890;5945;15;830;1270;600;630;1855;740;36600;13420;23175;31910;4685;0,8;2100;2110;2045;0,8;0,7;0,7;0,6;13,9;1860;1743;118;.;.;1;2665;4;5;5
's Gravenland;Rotterdam;Buurt;BU05991444;2016;1;8205;4040;4165;1335;1275;1530;2905;1160;3985;3335;635;255;1050;1555;140;140;510;170;590;55;7;30;4;3540;1120;935;1495;2,3;3951;3537;318;64;36;97;3;54;46;21;25;0;94;6;3500;2090;3550;3670;4720;5370;2530;4140;1400;810;1210;1460;1920;2760;1040;1640;.;6300;45,5;35,1;33,3;35,9;58,9;28,3;37,6;5,3;5;80;190;180;1110;815;0;60;120;65;145;355;65;3650;1625;2025;3085;565;1;1757;145;175;1,3;0,6;0,9;1,1;11,9;223;208;16;3065;1;2;1957;3;5;3
Kralingseveer;Rotterdam;Buurt;BU05991446;2016;1;1680;850;830;295;195;485;510;195;815;690;110;75;130;200;15;35;60;25;65;20;14;15;10;735;235;210;300;2,3;3284;736;147;86;14;96;4;72;27;18;9;1;100;0;2980;2170;2930;3430;4070;4400;2300;3270;1290;830;1290;1550;1570;1930;1020;1400;.;1300;30,2;23,6;37,4;19,9;62,9;34;19;5,2;4,3;30;80;40;190;125;0;30;25;10;15;30;15;700;210;490;635;65;1;1363;80;70;0,6;1,7;1,1;1;3,2;64;51;13;3064;1;3;1423;3;3;2
Prinsenland;Rotterdam;Buurt;BU05991448;2016;1;9950;4775;5170;1285;1015;2100;3185;2365;4375;3760;1160;660;955;2445;240;210;840;300;850;80;8;80;8;5115;2310;1325;1490;1,9;5793;5153;177;34;66;97;3;35;64;55;9;1;94;6;2650;2220;3270;3380;4740;5170;2260;3330;940;790;1080;1300;1960;2590;810;1180;.;8100;32;26,6;39,6;22,1;54,5;51;18;10,6;11,6;450;460;220;2300;595;0;95;95;40;80;210;75;3940;1500;2440;3480;460;0,8;2294;235;180;1;0,8;0,6;0,4;14;180;172;8;3066;1;1;2881;5;6;4
Het Lage Land;Rotterdam;Buurt;BU05991449;2016;1;10550;4850;5695;1340;1410;2750;2515;2535;5270;3235;1230;820;1215;2590;240;280;755;305;1010;115;11;135;13;5875;3150;1360;1375;1,8;4940;5822;134;19;81;95;5;39;61;39;22;0;91;9;2410;2180;3280;3390;3740;3920;1930;3100;1080;950;1470;1820;1830;2760;990;1220;.;8600;27,7;23,1;41,9;16,6;54,1;55;9,9;10,6;11,4;450;400;250;2470;745;0;95;200;85;55;200;110;4065;1450;2615;3530;535;0,7;1904;345;240;0,5;0,5;0,9;0,6;15,8;216;214;3;3067;1;1;3232;4;5;7
Ommoord;Rotterdam;Buurt;BU05991463;2016;1;25150;11600;13545;3450;2405;5230;6435;7635;10465;9735;2720;2240;2430;4835;555;480;1380;400;2015;240;10;405;16;12830;5690;3615;3530;1,9;5769;13069;154;37;63;96;4;35;65;51;14;0;96;4;2720;2380;3220;3400;4740;4600;2430;3210;920;660;1300;1570;2030;1980;760;1220;16,6;20400;28,1;23,3;41,7;16,8;51,2;51,1;12,8;9,7;11;1090;1010;520;7450;1235;5;205;265;135;100;335;195;9580;3170;6410;8595;985;0,7;2198;525;510;0,9;0,6;0,9;0,5;12,7;448;436;12;3068;5;1;2878;5;4;5
Zevenkamp;Rotterdam;Buurt;BU05991466;2016;1;16125;7795;8330;2735;1945;4070;4985;2390;8155;5490;1750;740;1555;5095;500;550;2160;405;1475;160;10;185;12;7260;2760;1635;2875;2,2;7660;7285;146;51;49;97;3;42;56;47;10;1;98;2;2740;1950;3420;3520;4440;5890;2240;3400;10;.;.;.;.;1860;.;10;99,8;12300;28,1;22,1;42,8;17,7;56,4;46,6;16,7;13,9;13,8;920;840;450;2310;755;5;160;140;75;45;210;115;5785;1860;3925;5075;710;0,8;2748;340;365;0,7;0,6;0,4;0,4;16,2;216;211;5;3068;5;2;2476;5;6;6
Oosterflank;Rotterdam;Buurt;BU05991467;2016;1;10500;4915;5585;1505;1090;2715;3085;2110;5245;3325;1290;645;1090;3565;365;270;1380;350;1200;105;10;105;10;5495;2715;1185;1600;1,9;6515;5473;130;28;72;97;3;33;66;62;4;1;95;5;2300;1910;3250;3320;3890;.;1960;2980;10;.;.;10;870;.;.;30;99,5;8400;27,1;22,2;44,9;15,7;52,3;55,9;10,5;13,9;15;700;550;290;2050;715;0;90;275;70;55;155;75;3905;1345;2555;3320;585;0,7;2421;205;170;0,6;0,5;0,8;0,5;20,5;163;161;2;3067;1;1;3330;6;9;12
Nesselande;Rotterdam;Buurt;BU05991468;2016;1;12425;6180;6240;3680;1040;3915;2730;1060;6605;4890;660;270;990;2520;185;175;1100;230;830;145;12;35;3;4380;895;990;2505;2,8;4277;4369;302;69;31;97;3;73;27;19;8;0;2;98;3550;2330;3750;4150;4600;5410;2560;3860;150;.;10;60;230;1600;40;170;90,7;8200;45,7;30,6;27,3;39,9;71,4;19,8;46,2;4,2;3,8;120;300;210;1020;960;5;95;150;110;135;365;95;4975;2260;2715;4190;780;1,1;1712;240;335;0,9;1,1;0,7;0,8;8,7;350;291;59;3059;1;3;1116;2;3;2
Charlois;Rotterdam;Wijk;WK059915;2016;1;66180;33510;32670;11870;8715;22040;15160;8400;38870;17325;7085;2910;10540;31185;4670;4565;7215;6050;8685;985;15;600;9;33410;16540;6700;10180;1,9;5910;33674;94;16;84;92;8;31;67;40;27;2;91;9;2240;2050;2990;3070;3230;4600;2050;2560;1000;960;1170;1370;1610;2770;1000;1070;.;49000;23,5;18,1;49,6;9,9;52,9;62,5;6;18,4;16,9;5500;3290;2190;8110;3820;45;890;925;420;200;740;595;19670;4435;15235;16560;3110;0,6;1757;1555;1060;0,5;0,4;0,5;0,5;26,7;1190;1120;70;.;.;1;3788;9;10;11
Charlois Zuidrand;Rotterdam;Buurt;BU05991570;2016;1;490;235;255;45;35;95;165;155;250;150;60;40;55;55;5;5;25;5;10;0;6;20;43;125;35;45;50;2,4;250;132;340;92;8;89;11;73;26;8;18;1;97;3;4020;3340;3240;3300;3590;4450;3340;4220;2210;1610;1150;1570;1580;2750;1660;2410;.;200;41,4;32,9;39,4;26,4;60,5;28,5;36,6;6,7;7,5;0;80;10;150;190;0;20;80;15;35;30;15;435;275;160;305;130;.;.;175;20;1,2;1,3;0,7;1;14;197;197;0;3084;1;3;1095;8;12;6
Tarwewijk;Rotterdam;Buurt;BU05991571;2016;1;12265;6390;5870;2335;2040;4475;2655;765;7905;2935;1215;215;2385;7255;1015;1060;1575;1520;2085;205;17;50;4;6175;3010;1170;2000;2;14492;5950;78;9;91;91;9;28;71;32;39;1;95;5;2170;2110;2650;2460;.;.;2050;2430;1010;970;1270;1320;.;.;990;1030;.;9000;21,2;15,9;53,8;7,1;52,2;66,8;4,2;20,9;19;1120;510;490;740;700;5;190;125;95;35;135;110;3225;525;2700;2620;605;0,5;3811;255;130;0,4;0,3;0,3;0,4;38,3;114;85;30;3081;1;1;5746;12;10;13
Carnisse;Rotterdam;Buurt;BU05991572;2016;1;11225;5930;5290;1910;1460;4715;2210;930;7245;2520;1135;330;2685;4440;550;565;1065;785;1475;190;17;60;6;6115;3265;1195;1665;1,8;19150;6153;75;4;96;90;10;44;56;15;40;0;99;1;2040;1980;3100;3590;.;.;1880;2170;990;960;1460;2060;.;.;970;980;.;8600;23,7;18,5;44,7;8,7;60,7;61,6;4,1;14;12,4;680;440;480;890;730;15;205;175;80;20;140;100;3435;580;2850;2930;505;0,6;5856;265;195;0,3;0,3;0,4;0,4;35;59;59;0;3083;1;1;5096;8;7;8
